day_of_week,minute_of_day,current_occupied,current_empty,label_any_empty
5,508,0,6,1
1,224,0,6,1
6,67,0,6,1
1,534,6,0,0
2,229,1,5,1
3,1393,1,5,1
1,727,3,3,1
3,24,0,6,1
2,26,1,5,1
6,697,0,6,1
0,230,0,6,1
2,109,0,6,1
2,610,6,0,0
3,833,6,0,0
1,1392,0,6,1
4,890,2,4,1
6,8,0,6,1
5,473,0,6,1
1,671,6,0,0
5,1163,2,4,1
4,759,6,0,0
2,607,2,4,1
4,393,0,6,1
5,931,5,1,1
4,844,3,3,1
6,1207,0,6,1
1,1246,0,6,1
3,389,0,6,1
0,676,5,1,1
3,803,5,1,1
1,815,6,0,0
3,688,5,1,1
6,656,4,2,1
3,1426,1,5,1
1,502,3,3,1
3,929,5,1,1
2,1197,5,1,1
4,1127,1,5,1
3,702,6,0,0
2,1174,4,2,1
5,26,0,6,1
5,561,0,6,1
4,1173,3,3,1
1,913,6,0,0
4,1386,0,6,1
3,246,0,6,1
5,9,0,6,1
3,529,5,1,1
4,738,6,0,0
0,724,6,0,0
4,1196,1,5,1
6,704,4,2,1
0,834,6,0,0
5,767,2,4,1
0,26,0,6,1
4,1124,2,4,1
0,1126,3,3,1
5,151,0,6,1
0,1360,3,3,1
6,1277,0,6,1
5,129,0,6,1
0,388,2,4,1
3,1158,6,0,0
3,1225,4,2,1
4,959,5,1,1
1,106,0,6,1
4,101,0,6,1
5,265,1,5,1
3,375,1,5,1
2,1255,5,1,1
4,719,6,0,0
0,90,0,6,1
4,34,0,6,1
0,587,6,0,0
4,1166,4,2,1
2,902,6,0,0
2,1108,4,2,1
5,219,1,5,1
1,450,3,3,1
6,552,1,5,1
3,1114,6,0,0
5,637,0,6,1
0,805,5,1,1
3,528,6,0,0
4,294,0,6,1
2,516,3,3,1
0,1384,2,4,1
0,142,0,6,1
3,434,0,6,1
3,304,3,3,1
3,164,0,6,1
1,270,1,5,1
3,47,0,6,1
2,63,0,6,1
1,1398,0,6,1
6,1138,0,6,1
3,421,0,6,1
3,293,1,5,1
0,187,1,5,1
5,251,2,4,1
5,687,0,6,1
2,1274,6,0,0
0,102,0,6,1
6,838,1,5,1
5,1417,0,6,1
5,195,0,6,1
1,1314,0,6,1
6,82,0,6,1
3,1066,6,0,0
2,498,5,1,1
5,1128,2,4,1
6,229,1,5,1
0,884,6,0,0
2,992,6,0,0
3,932,3,3,1
0,14,0,6,1
0,714,6,0,0
5,866,4,2,1
3,730,6,0,0
3,314,0,6,1
3,1136,5,1,1
4,801,6,0,0
0,525,6,0,0
4,711,6,0,0
3,223,0,6,1
4,1094,3,3,1
0,855,5,1,1
4,1398,0,6,1
4,314,0,6,1
2,875,4,2,1
2,863,6,0,0
0,1409,2,4,1
5,321,2,4,1
3,71,1,5,1
3,1253,3,3,1
1,1088,4,2,1
0,206,0,6,1
5,472,0,6,1
4,1305,0,6,1
5,372,2,4,1
0,541,5,1,1
0,215,0,6,1
4,418,1,5,1
0,261,1,5,1
1,754,4,2,1
1,772,6,0,0
4,1397,0,6,1
5,1017,4,2,1
0,388,3,3,1
1,1298,0,6,1
4,615,6,0,0
5,820,1,5,1
5,764,2,4,1
2,945,4,2,1
1,497,3,3,1
1,342,0,6,1
1,1378,0,6,1
0,659,6,0,0
3,291,0,6,1
4,338,0,6,1
2,1087,5,1,1
1,1274,0,6,1
5,936,5,1,1
3,949,3,3,1
5,1021,3,3,1
1,1342,0,6,1
6,986,3,3,1
5,1198,4,2,1
2,425,3,3,1
1,338,0,6,1
2,1299,1,5,1
4,424,2,4,1
6,332,1,5,1
5,386,0,6,1
0,640,6,0,0
2,375,2,4,1
2,882,6,0,0
4,348,0,6,1
2,169,0,6,1
2,693,6,0,0
0,1135,0,6,1
2,1333,4,2,1
2,1118,3,3,1
5,170,0,6,1
1,1305,0,6,1
2,686,3,3,1
1,396,0,6,1
3,568,5,1,1
1,797,6,0,0
2,1217,5,1,1
1,346,0,6,1
1,662,6,0,0
2,141,0,6,1
5,1079,6,0,0
0,1112,2,4,1
0,130,1,5,1
2,487,2,4,1
2,1311,5,1,1
6,505,1,5,1
4,842,6,0,0
2,1363,4,2,1
6,314,1,5,1
1,167,0,6,1
5,225,2,4,1
1,49,0,6,1
6,1351,0,6,1
1,1052,3,3,1
5,579,1,5,1
4,1085,1,5,1
3,768,6,0,0
5,1012,4,2,1
0,125,0,6,1
4,909,1,5,1
6,1234,0,6,1
2,1293,6,0,0
3,616,6,0,0
3,937,3,3,1
5,1137,2,4,1
2,627,2,4,1
5,1391,0,6,1
1,1290,0,6,1
5,238,2,4,1
1,1395,0,6,1
1,753,4,2,1
5,353,0,6,1
6,858,3,3,1
1,875,6,0,0
3,512,0,6,1
5,1342,0,6,1
3,179,0,6,1
3,527,6,0,0
4,352,0,6,1
4,1365,1,5,1
4,522,5,1,1
2,733,4,2,1
4,1313,0,6,1
0,1082,1,5,1
2,1294,0,6,1
4,603,5,1,1
2,1405,0,6,1
2,678,6,0,0
3,1356,3,3,1
3,1114,5,1,1
5,1119,2,4,1
5,4,0,6,1
4,410,1,5,1
2,799,6,0,0
3,1240,4,2,1
3,360,0,6,1
2,1043,6,0,0
5,252,1,5,1
6,1013,2,4,1
0,1158,6,0,0
3,713,5,1,1
3,437,1,5,1
4,116,0,6,1
2,1089,5,1,1
4,353,0,6,1
1,941,5,1,1
3,620,6,0,0
4,952,5,1,1
3,902,5,1,1
6,1295,4,2,1
5,696,0,6,1
6,784,0,6,1
5,1199,4,2,1
5,391,0,6,1
3,751,2,4,1
6,381,1,5,1
3,948,4,2,1
0,220,0,6,1
1,1083,3,3,1
0,1137,4,2,1
0,795,6,0,0
0,1018,2,4,1
1,647,6,0,0
0,977,3,3,1
3,458,1,5,1
6,893,3,3,1
1,1060,4,2,1
2,1034,6,0,0
5,732,0,6,1
2,204,1,5,1
6,891,3,3,1
3,27,0,6,1
4,1343,0,6,1
3,104,4,2,1
2,17,0,6,1
2,167,0,6,1
2,1092,5,1,1
0,1077,0,6,1
1,1381,0,6,1
3,1171,6,0,0
3,1404,1,5,1
6,786,3,3,1
4,603,6,0,0
1,1263,0,6,1
4,1195,4,2,1
3,230,0,6,1
5,1196,4,2,1
2,142,0,6,1
4,778,6,0,0
5,1014,4,2,1
5,756,0,6,1
5,1143,2,4,1
3,20,0,6,1
3,168,5,1,1
1,591,6,0,0
6,1030,2,4,1
3,564,5,1,1
0,280,2,4,1
4,332,0,6,1
6,1107,0,6,1
0,414,4,2,1
1,265,0,6,1
4,474,1,5,1
0,1368,0,6,1
4,1078,1,5,1
4,956,1,5,1
3,1394,3,3,1
0,1140,0,6,1
0,804,6,0,0
2,776,6,0,0
1,17,0,6,1
6,1231,2,4,1
1,691,3,3,1
1,1243,1,5,1
3,660,6,0,0
2,703,6,0,0
0,1064,1,5,1
3,84,2,4,1
1,292,0,6,1
2,1002,6,0,0
0,1017,2,4,1
0,1102,0,6,1
3,1326,2,4,1
2,405,4,2,1
1,666,6,0,0
2,262,0,6,1
5,79,0,6,1
3,1005,5,1,1
0,1285,0,6,1
1,594,4,2,1
2,657,5,1,1
4,1030,0,6,1
6,625,3,3,1
4,1178,3,3,1
3,1317,2,4,1
4,171,0,6,1
0,1229,0,6,1
6,1026,4,2,1
3,1203,5,1,1
6,1014,2,4,1
5,338,2,4,1
5,1142,3,3,1
3,351,2,4,1
1,1037,3,3,1
6,597,3,3,1
1,747,6,0,0
4,694,6,0,0
2,393,3,3,1
6,498,1,5,1
6,18,0,6,1
5,533,0,6,1
0,332,0,6,1
1,1109,6,0,0
4,122,0,6,1
0,340,0,6,1
5,221,1,5,1
3,1330,4,2,1
2,1100,3,3,1
3,1362,3,3,1
3,684,6,0,0
1,723,4,2,1
5,539,0,6,1
4,1,0,6,1
1,498,4,2,1
6,1163,5,1,1
3,1205,5,1,1
6,40,0,6,1
2,123,0,6,1
1,201,0,6,1
2,1203,4,2,1
5,675,0,6,1
4,45,0,6,1
5,583,0,6,1
4,770,6,0,0
0,871,6,0,0
1,1263,1,5,1
1,1267,1,5,1
3,1110,5,1,1
4,1209,4,2,1
3,211,3,3,1
4,1158,2,4,1
5,135,0,6,1
1,269,1,5,1
2,974,4,2,1
2,1320,0,6,1
3,573,5,1,1
1,899,6,0,0
2,353,0,6,1
4,69,0,6,1
2,21,0,6,1
3,576,5,1,1
3,1103,4,2,1
5,777,1,5,1
5,205,1,5,1
5,1250,2,4,1
6,168,0,6,1
5,954,4,2,1
6,562,4,2,1
0,887,6,0,0
5,1131,2,4,1
3,149,0,6,1
6,784,3,3,1
3,1067,4,2,1
5,929,5,1,1
4,269,0,6,1
6,812,1,5,1
4,1087,3,3,1
0,585,6,0,0
0,972,0,6,1
4,1035,0,6,1
5,213,1,5,1
2,1031,6,0,0
2,727,4,2,1
1,1321,0,6,1
6,1414,0,6,1
5,412,0,6,1
2,603,2,4,1
2,122,0,6,1
6,653,0,6,1
3,1127,5,1,1
1,869,6,0,0
2,1158,4,2,1
6,71,0,6,1
6,1088,5,1,1
5,260,1,5,1
6,560,4,2,1
5,555,0,6,1
0,1275,0,6,1
0,970,0,6,1
2,692,6,0,0
3,87,1,5,1
5,791,2,4,1
6,832,3,3,1
6,307,0,6,1
1,483,2,4,1
0,1126,0,6,1
3,90,2,4,1
3,911,6,0,0
6,1315,3,3,1
1,970,5,1,1
3,1386,3,3,1
6,127,0,6,1
4,747,5,1,1
0,1016,2,4,1
5,422,0,6,1
4,1086,1,5,1
1,947,5,1,1
5,128,0,6,1
0,1028,0,6,1
0,626,6,0,0
0,248,0,6,1
0,433,5,1,1
0,529,6,0,0
3,1259,4,2,1
5,180,1,5,1
5,277,1,5,1
5,775,2,4,1
1,1169,2,4,1
2,617,2,4,1
4,713,3,3,1
6,63,0,6,1
2,489,2,4,1
0,946,3,3,1
1,134,0,6,1
0,1424,0,6,1
3,865,6,0,0
1,1327,0,6,1
1,232,0,6,1
3,699,6,0,0
1,1367,0,6,1
4,144,0,6,1
1,750,4,2,1
1,808,6,0,0
0,658,6,0,0
5,387,0,6,1
4,389,1,5,1
5,983,4,2,1
0,110,0,6,1
2,1429,0,6,1
0,297,0,6,1
6,1067,5,1,1
0,144,0,6,1
1,961,5,1,1
3,468,0,6,1
3,1235,4,2,1
5,143,0,6,1
5,1383,0,6,1
2,124,0,6,1
4,1263,0,6,1
4,201,0,6,1
1,1241,1,5,1
2,1339,0,6,1
6,282,0,6,1
4,546,6,0,0
3,1056,6,0,0
2,140,0,6,1
3,941,5,1,1
1,672,6,0,0
6,791,0,6,1
5,735,0,6,1
3,1113,5,1,1
3,236,3,3,1
2,958,4,2,1
4,68,0,6,1
3,843,3,3,1
4,1395,0,6,1
0,1194,0,6,1
0,298,0,6,1
0,1247,0,6,1
2,873,6,0,0
2,819,6,0,0
1,59,0,6,1
4,1194,1,5,1
6,1130,0,6,1
2,1332,4,2,1
5,999,3,3,1
0,891,6,0,0
1,1062,3,3,1
2,1145,5,1,1
3,1180,6,0,0
1,608,4,2,1
2,52,1,5,1
1,887,6,0,0
4,990,0,6,1
5,607,0,6,1
5,784,2,4,1
3,438,1,5,1
2,154,0,6,1
0,706,6,0,0
4,455,0,6,1
0,797,5,1,1
1,1324,0,6,1
1,188,0,6,1
6,22,0,6,1
5,1028,3,3,1
1,1284,0,6,1
6,602,2,4,1
5,476,0,6,1
3,525,5,1,1
5,550,0,6,1
1,1406,0,6,1
6,219,0,6,1
1,461,3,3,1
4,1144,1,5,1
0,851,4,2,1
2,43,1,5,1
2,1186,5,1,1
6,713,1,5,1
4,1438,0,6,1
4,1225,0,6,1
5,1217,4,2,1
5,858,2,4,1
3,485,1,5,1
5,128,0,6,1
5,1077,6,0,0
4,1382,0,6,1
5,194,1,5,1
3,1049,3,3,1
3,608,6,0,0
6,892,3,3,1
3,622,6,0,0
6,247,0,6,1
2,299,1,5,1
2,1257,1,5,1
3,696,5,1,1
0,1373,3,3,1
3,1069,6,0,0
1,345,0,6,1
3,848,2,4,1
4,572,6,0,0
3,369,1,5,1
4,1316,0,6,1
5,1174,3,3,1
5,495,0,6,1
5,1076,6,0,0
0,522,6,0,0
4,238,0,6,1
5,525,0,6,1
0,97,0,6,1
2,397,4,2,1
6,1276,3,3,1
3,822,6,0,0
2,677,6,0,0
0,1185,6,0,0
1,356,0,6,1
4,1422,0,6,1
4,1185,4,2,1
1,116,0,6,1
4,1432,0,6,1
2,528,3,3,1
4,236,0,6,1
3,320,2,4,1
6,1158,5,1,1
0,552,6,0,0
0,889,6,0,0
3,811,5,1,1
5,766,1,5,1
5,962,4,2,1
6,351,1,5,1
4,483,1,5,1
5,1291,2,4,1
4,163,0,6,1
3,804,5,1,1
1,318,0,6,1
1,495,2,4,1
1,146,0,6,1
6,668,0,6,1
3,1069,4,2,1
2,890,6,0,0
2,451,3,3,1
3,61,0,6,1
5,288,1,5,1
1,1058,3,3,1
4,1287,0,6,1
1,1211,1,5,1
5,1280,2,4,1
2,115,1,5,1
6,1033,2,4,1
6,1032,4,2,1
5,1171,2,4,1
4,135,0,6,1
6,131,0,6,1
3,925,4,2,1
1,58,0,6,1
2,1,0,6,1
2,1185,5,1,1
6,861,3,3,1
1,1172,2,4,1
1,655,6,0,0
3,1241,4,2,1
2,305,0,6,1
5,487,0,6,1
0,1276,5,1,1
0,1250,4,2,1
3,1278,3,3,1
0,1296,0,6,1
3,1277,3,3,1
0,1311,2,4,1
6,810,3,3,1
1,1159,3,3,1
5,1182,3,3,1
4,623,6,0,0
1,1264,0,6,1
1,817,6,0,0
6,371,1,5,1
2,669,5,1,1
0,914,6,0,0
1,1286,0,6,1
3,1214,4,2,1
3,429,0,6,1
4,755,3,3,1
2,1347,4,2,1
1,818,6,0,0
6,975,4,2,1
1,740,6,0,0
3,1015,6,0,0
2,804,6,0,0
4,43,0,6,1
4,67,0,6,1
0,1145,0,6,1
4,414,0,6,1
3,103,4,2,1
0,770,5,1,1
3,1065,4,2,1
0,761,4,2,1
3,1265,3,3,1
4,688,5,1,1
2,303,0,6,1
0,810,6,0,0
3,1086,4,2,1
1,1165,2,4,1
5,1353,0,6,1
4,690,5,1,1
5,115,0,6,1
4,542,6,0,0
1,286,0,6,1
3,1203,5,1,1
0,1113,2,4,1
1,169,0,6,1
4,612,6,0,0
3,174,5,1,1
0,746,5,1,1
6,1387,0,6,1
0,646,6,0,0
5,635,0,6,1
1,968,5,1,1
5,609,0,6,1
3,1266,3,3,1
1,914,3,3,1
4,680,6,0,0
4,27,0,6,1
1,1027,5,1,1
0,660,6,0,0
1,872,6,0,0
1,274,1,5,1
1,704,3,3,1
2,164,0,6,1
2,1026,5,1,1
4,339,0,6,1
4,1175,3,3,1
6,250,0,6,1
0,129,1,5,1
6,1252,0,6,1
6,1412,0,6,1
4,2,0,6,1
5,351,0,6,1
6,1369,2,4,1
4,471,1,5,1
4,1307,0,6,1
2,267,1,5,1
3,1160,6,0,0
6,706,4,2,1
5,1346,0,6,1
2,461,3,3,1
0,527,5,1,1
6,1119,0,6,1
0,1389,0,6,1
4,1220,0,6,1
0,494,4,2,1
6,386,1,5,1
0,1215,4,2,1
1,1101,3,3,1
6,799,0,6,1
0,1146,6,0,0
0,1280,0,6,1
3,905,6,0,0
6,1411,0,6,1
2,1364,0,6,1
3,208,3,3,1
1,441,2,4,1
2,640,6,0,0
6,1296,4,2,1
0,522,6,0,0
5,1204,4,2,1
0,1418,0,6,1
3,491,1,5,1
2,1204,4,2,1
5,1411,0,6,1
1,1353,0,6,1
1,879,6,0,0
4,1224,2,4,1
0,142,0,6,1
3,1105,6,0,0
2,698,6,0,0
2,932,5,1,1
3,1300,2,4,1
6,711,4,2,1
1,344,0,6,1
3,1140,5,1,1
5,337,0,6,1
2,1367,0,6,1
3,587,6,0,0
3,832,6,0,0
5,622,0,6,1
3,991,4,2,1
3,370,1,5,1
1,356,1,5,1
6,576,4,2,1
6,467,0,6,1
2,1068,5,1,1
5,261,0,6,1
1,426,0,6,1
4,1040,1,5,1
4,954,5,1,1
5,271,0,6,1
1,1328,0,6,1
4,919,2,4,1
0,642,6,0,0
4,592,5,1,1
5,812,2,4,1
2,487,4,2,1
0,1055,2,4,1
4,1155,2,4,1
1,630,6,0,0
3,1125,5,1,1
4,1164,4,2,1
4,1154,3,3,1
1,233,0,6,1
2,569,3,3,1
1,272,0,6,1
0,1036,0,6,1
1,428,1,5,1
3,1357,3,3,1
6,1344,3,3,1
0,921,5,1,1
0,1266,4,2,1
5,1080,6,0,0
5,47,0,6,1
2,183,0,6,1
4,648,6,0,0
1,574,4,2,1
0,946,0,6,1
2,452,3,3,1
5,266,1,5,1
6,1361,2,4,1
6,681,0,6,1
3,965,5,1,1
1,406,0,6,1
6,219,1,5,1
0,719,6,0,0
0,1338,0,6,1
6,94,0,6,1
2,1268,6,0,0
3,841,3,3,1
0,835,4,2,1
3,1005,6,0,0
6,506,1,5,1
4,463,1,5,1
4,445,2,4,1
5,3,0,6,1
0,46,1,5,1
3,1289,0,6,1
6,66,0,6,1
0,847,6,0,0
3,1436,0,6,1
0,1327,2,4,1
3,400,0,6,1
2,430,4,2,1
3,405,0,6,1
5,1360,0,6,1
5,627,0,6,1
6,349,1,5,1
4,493,3,3,1
4,1180,3,3,1
1,193,0,6,1
5,244,2,4,1
0,416,4,2,1
0,1043,1,5,1
1,737,3,3,1
3,316,0,6,1
6,992,3,3,1
5,1349,0,6,1
5,799,2,4,1
5,759,2,4,1
4,1401,0,6,1
0,874,6,0,0
6,713,4,2,1
0,172,1,5,1
0,28,0,6,1
6,1167,5,1,1
0,204,0,6,1
4,312,0,6,1
1,739,4,2,1
5,328,2,4,1
1,406,0,6,1
5,305,0,6,1
0,637,6,0,0
6,1003,4,2,1
1,196,0,6,1
3,1409,2,4,1
6,322,0,6,1
0,135,1,5,1
2,21,0,6,1
4,1206,4,2,1
4,1238,0,6,1
1,788,6,0,0
0,782,5,1,1
3,346,2,4,1
5,1015,4,2,1
2,190,0,6,1
5,1061,6,0,0
6,34,0,6,1
4,353,0,6,1
0,39,0,6,1
5,181,1,5,1
6,177,0,6,1
0,56,1,5,1
4,166,0,6,1
1,431,1,5,1
1,224,1,5,1
0,233,0,6,1
1,734,6,0,0
6,1134,6,0,0
1,585,6,0,0
5,384,0,6,1
5,773,1,5,1
5,690,1,5,1
1,875,5,1,1
5,576,0,6,1
5,1094,6,0,0
0,1384,0,6,1
6,1045,2,4,1
4,950,5,1,1
3,504,4,2,1
5,874,2,4,1
4,1052,2,4,1
0,566,5,1,1
4,553,5,1,1
2,1058,5,1,1
1,1213,1,5,1
1,239,0,6,1
2,789,6,0,0
4,21,0,6,1
3,1178,5,1,1
2,1107,4,2,1
0,300,2,4,1
5,942,5,1,1
2,524,5,1,1
6,1209,0,6,1
2,550,4,2,1
1,963,5,1,1
6,708,4,2,1
5,382,0,6,1
6,974,2,4,1
0,848,3,3,1
0,1011,0,6,1
3,1141,5,1,1
6,27,0,6,1
5,472,0,6,1
1,1260,1,5,1
1,576,6,0,0
3,34,0,6,1
0,78,0,6,1
2,763,4,2,1
4,964,1,5,1
5,244,0,6,1
2,266,1,5,1
5,307,2,4,1
5,879,4,2,1
4,167,0,6,1
4,1091,3,3,1
2,1343,0,6,1
6,605,3,3,1
2,1272,1,5,1
2,1120,5,1,1
0,419,4,2,1
2,350,0,6,1
2,1099,4,2,1
5,1100,6,0,0
0,1107,0,6,1
5,924,5,1,1
5,750,2,4,1
0,290,2,4,1
5,250,2,4,1
6,193,0,6,1
0,1267,0,6,1
0,191,1,5,1
3,619,6,0,0
4,1434,0,6,1
6,1241,3,3,1
4,316,0,6,1
6,354,0,6,1
1,63,0,6,1
6,1260,0,6,1
3,1428,0,6,1
2,1414,0,6,1
3,1322,2,4,1
0,216,0,6,1
6,565,1,5,1
2,717,6,0,0
6,401,1,5,1
2,562,6,0,0
2,933,5,1,1
0,839,4,2,1
6,901,3,3,1
1,1240,1,5,1
2,912,5,1,1
3,817,5,1,1
4,903,6,0,0
3,692,5,1,1
2,210,1,5,1
4,1090,1,5,1
3,1430,0,6,1
3,183,5,1,1
4,165,0,6,1
0,338,0,6,1
2,6,0,6,1
5,10,0,6,1
1,977,3,3,1
1,1236,1,5,1
6,1359,0,6,1
5,1229,2,4,1
1,1162,2,4,1
6,941,1,5,1
1,1061,3,3,1
4,466,1,5,1
0,148,0,6,1
1,355,0,6,1
0,579,6,0,0
0,18,0,6,1
1,1366,0,6,1
3,1223,6,0,0
3,79,1,5,1
5,634,0,6,1
0,1375,3,3,1
0,947,3,3,1
3,1332,4,2,1
3,983,5,1,1
3,869,3,3,1
0,311,3,3,1
2,1219,5,1,1
0,1361,3,3,1
4,157,0,6,1
2,1339,4,2,1
5,825,1,5,1
6,1075,2,4,1
2,132,0,6,1
3,593,6,0,0
3,1329,4,2,1
0,996,2,4,1
0,1352,2,4,1
5,305,2,4,1
2,688,5,1,1
4,55,0,6,1
3,477,1,5,1
4,767,6,0,0
4,505,5,1,1
4,154,0,6,1
1,1201,2,4,1
3,287,0,6,1
5,769,2,4,1
1,581,3,3,1
2,1327,0,6,1
6,1212,0,6,1
5,1036,5,1,1
3,163,5,1,1
0,741,5,1,1
5,1437,0,6,1
6,763,4,2,1
0,1357,3,3,1
5,1381,0,6,1
5,1020,4,2,1
2,627,6,0,0
1,108,0,6,1
0,1129,0,6,1
2,270,1,5,1
4,1394,0,6,1
5,1275,2,4,1
5,1318,0,6,1
4,533,5,1,1
1,602,4,2,1
3,367,0,6,1
4,938,0,6,1
1,180,0,6,1
6,1193,4,2,1
1,881,6,0,0
0,42,0,6,1
1,1411,0,6,1
4,248,0,6,1
0,315,0,6,1
6,1173,1,5,1
6,44,0,6,1
1,1146,4,2,1
1,817,6,0,0
0,1381,2,4,1
0,958,0,6,1
0,920,5,1,1
3,1128,4,2,1
1,95,0,6,1
4,532,5,1,1
3,292,3,3,1
1,335,0,6,1
6,1233,2,4,1
4,742,5,1,1
0,664,6,0,0
6,1051,2,4,1
1,1432,0,6,1
4,446,0,6,1
6,1422,0,6,1
2,573,3,3,1
5,833,1,5,1
3,261,3,3,1
3,328,0,6,1
6,413,1,5,1
6,144,0,6,1
2,465,4,2,1
4,680,5,1,1
5,781,2,4,1
0,161,0,6,1
2,104,1,5,1
0,251,1,5,1
3,1176,6,0,0
0,301,0,6,1
6,726,0,6,1
6,127,0,6,1
0,210,0,6,1
3,1340,4,2,1
0,1188,0,6,1
3,1273,3,3,1
4,1413,0,6,1
3,1370,3,3,1
3,76,2,4,1
3,1073,4,2,1
5,379,1,5,1
6,683,0,6,1
4,564,6,0,0
4,344,0,6,1
0,812,6,0,0
5,373,0,6,1
5,173,0,6,1
2,879,6,0,0
3,487,1,5,1
0,728,4,2,1
3,425,0,6,1
5,624,0,6,1
6,241,1,5,1
0,756,4,2,1
4,508,5,1,1
0,1260,4,2,1
2,1326,0,6,1
2,476,4,2,1
0,985,2,4,1
6,917,2,4,1
0,446,5,1,1
2,817,6,0,0
0,1231,4,2,1
3,116,4,2,1
6,124,0,6,1
4,1046,4,2,1
1,308,0,6,1
6,1434,0,6,1
2,552,4,2,1
2,1280,1,5,1
2,689,5,1,1
6,1171,5,1,1
1,1419,0,6,1
2,1301,6,0,0
6,1312,3,3,1
0,967,0,6,1
6,521,3,3,1
4,774,6,0,0
0,560,6,0,0
6,622,3,3,1
6,345,0,6,1
6,1375,2,4,1
4,924,1,5,1
4,1294,0,6,1
2,662,4,2,1
0,674,6,0,0
6,717,1,5,1
2,1034,6,0,0
1,1362,0,6,1
3,787,3,3,1
2,985,5,1,1
5,1376,0,6,1
6,137,0,6,1
2,1140,5,1,1
4,1266,0,6,1
0,334,3,3,1
2,88,1,5,1
6,161,0,6,1
4,1384,0,6,1
1,383,0,6,1
0,925,5,1,1
0,594,6,0,0
3,597,6,0,0
5,576,1,5,1
3,652,6,0,0
0,1221,4,2,1
1,57,0,6,1
3,342,2,4,1
4,846,6,0,0
3,836,6,0,0
3,465,0,6,1
0,384,2,4,1
5,748,0,6,1
0,877,6,0,0
6,643,0,6,1
6,615,3,3,1
4,286,0,6,1
1,1162,3,3,1
4,343,0,6,1
4,367,0,6,1
4,128,0,6,1
2,515,3,3,1
2,709,4,2,1
1,802,6,0,0
3,367,1,5,1
2,1019,5,1,1
3,581,5,1,1
5,409,0,6,1
2,193,0,6,1
1,896,5,1,1
5,1137,3,3,1
5,240,0,6,1
4,1259,0,6,1
4,163,0,6,1
5,499,0,6,1
5,795,2,4,1
2,971,4,2,1
5,1266,2,4,1
5,575,1,5,1
1,729,3,3,1
2,1047,6,0,0
1,692,3,3,1
1,138,0,6,1
5,293,0,6,1
0,1114,0,6,1
5,1326,0,6,1
6,26,0,6,1
0,1381,0,6,1
5,1118,5,1,1
3,159,4,2,1
6,147,1,5,1
4,682,5,1,1
1,291,1,5,1
2,917,5,1,1
2,901,6,0,0
0,1303,0,6,1
0,549,5,1,1
6,773,3,3,1
1,1030,5,1,1
0,89,0,6,1
5,336,2,4,1
4,375,0,6,1
3,454,0,6,1
0,1298,3,3,1
3,10,0,6,1
1,606,4,2,1
6,1345,0,6,1
2,1360,4,2,1
3,1082,6,0,0
1,847,6,0,0
5,930,5,1,1
4,1049,1,5,1
5,323,0,6,1
0,977,0,6,1
1,1391,0,6,1
5,114,0,6,1
5,1031,5,1,1
1,1130,5,1,1
2,1401,1,5,1
0,1291,4,2,1
3,1271,3,3,1
6,997,3,3,1
2,616,6,0,0
4,699,3,3,1
0,994,0,6,1
6,1345,3,3,1
2,546,4,2,1
0,431,4,2,1
6,982,4,2,1
6,265,0,6,1
3,1239,4,2,1
6,594,2,4,1
5,1068,1,5,1
5,154,0,6,1
6,1038,2,4,1
2,1416,0,6,1
5,479,0,6,1
0,1283,0,6,1
2,841,5,1,1
2,1387,0,6,1
4,1267,0,6,1
4,1204,1,5,1
2,1093,4,2,1
0,1115,2,4,1
5,1330,0,6,1
6,706,1,5,1
6,223,1,5,1
5,577,1,5,1
3,1282,0,6,1
3,301,3,3,1
1,612,5,1,1
1,669,6,0,0
6,210,1,5,1
4,467,1,5,1
5,165,0,6,1
2,600,6,0,0
6,1311,0,6,1
6,686,4,2,1
1,257,0,6,1
0,334,0,6,1
0,1170,6,0,0
3,802,5,1,1
3,1050,3,3,1
6,77,0,6,1
2,810,6,0,0
3,892,5,1,1
1,301,0,6,1
6,115,0,6,1
4,1008,5,1,1
6,630,3,3,1
5,7,0,6,1
0,1371,0,6,1
6,618,3,3,1
5,1286,2,4,1
6,252,1,5,1
2,1041,6,0,0
3,540,5,1,1
3,611,6,0,0
6,1165,1,5,1
6,1031,2,4,1
0,595,6,0,0
0,1164,6,0,0
3,1279,3,3,1
1,343,0,6,1
4,1116,2,4,1
6,145,1,5,1
0,143,0,6,1
3,1031,6,0,0
0,737,6,0,0
4,1355,1,5,1
4,1281,0,6,1
0,134,1,5,1
0,130,0,6,1
0,699,5,1,1
0,421,4,2,1
2,404,4,2,1
4,698,6,0,0
5,1228,2,4,1
5,399,0,6,1
1,1119,6,0,0
4,379,1,5,1
5,535,0,6,1
2,318,0,6,1
2,1337,4,2,1
4,511,5,1,1
4,23,0,6,1
3,1250,4,2,1
2,881,6,0,0
6,844,2,4,1
4,1153,2,4,1
0,1168,0,6,1
1,270,0,6,1
4,689,6,0,0
1,427,0,6,1
4,691,5,1,1
5,791,2,4,1
0,516,6,0,0
1,1104,6,0,0
0,9,0,6,1
5,1172,3,3,1
0,471,4,2,1
0,575,4,2,1
6,69,0,6,1
3,784,6,0,0
3,77,1,5,1
2,87,1,5,1
6,1009,4,2,1
5,698,0,6,1
4,1015,5,1,1
6,203,1,5,1
3,340,0,6,1
4,311,0,6,1
4,649,4,2,1
4,1029,4,2,1
6,761,4,2,1
